Price	Carat	Clarity	Color	Cut	Source	Year
1756	0.71	2	9	2	Debswana	2005
1757	0.52	7	9	2	Debswana	2006
1757	0.47	6	4	3	Alrosa	2005
1757	0.59	3	5	3	RioTinto	1988
1757	0.72	1	5	4	Alrosa	1988
1757	0.72	1	5	4	Debswana	1975
1798	0.73	1	6	3	DeBeers	2012
1798	0.64	4	8	3	DeBeers	1965
1798	0.82	1	9	2	Alrosa	1998
1798	0.8	6	11	2	Alrosa	2005
1798	0.5	3	4	3	RioTinto	1981
1799	0.7	1	6	4	Debswana	1976
1799	0.5	4	4	2	DeBeers	1984
1799	0.5	5	5	3	DeBeers	1995
1799	0.49	6	7	2	Debswana	1975
1799	0.7	1	4	4	Debswana	1964
1800	0.7	6	10	2	RioTinto	2013
1800	0.6	2	5	2	Debswana	2002
1800	0.52	4	4	3	DeBeers	2009
1800	0.75	1	8	2	Debswana	2009
1800	0.71	2	6	2	Debswana	2008
1800	0.7	2	9	2	Debswana	1979
1800	0.7	2	9	2	RioTinto	2014
1800	0.71	2	8	3	DeBeers	1993
1801	0.78	1	9	3	DeBeers	1970
1801	0.72	6	11	2	DeBeers	1985
1801	0.72	1	8	3	RioTinto	1997
1801	0.69	4	5	4	Alrosa	2015
1801	0.55	5	7	2	RioTinto	1965
1801	0.53	4	6	2	Alrosa	1971
1801	0.53	4	6	2	Debswana	1968
1841	0.5	4	6	1	RioTinto	1973
1841	0.7	7	11	3	Debswana	2006
1841	0.7	1	7	2	DeBeers	1984
1842	0.76	1	7	2	Alrosa	1997
1842	0.75	6	11	2	RioTinto	1978
1843	0.83	3	10	3	DeBeers	1964
1843	0.54	5	7	2	RioTinto	1968
1843	0.71	1	6	2	RioTinto	1982
1843	0.8	1	10	2	Debswana	2009
1844	0.7	2	9	3	RioTinto	1964
1844	0.7	2	9	3	RioTinto	1968
1844	0.7	1	8	3	Debswana	1995
1844	0.7	2	9	3	Alrosa	1996
1844	0.5	5	5	3	Debswana	2005
1844	0.5	5	5	3	RioTinto	1969
1844	0.63	3	6	3	RioTinto	1983
1845	0.53	4	4	4	RioTinto	1968
1845	0.53	4	4	2	Alrosa	1993
1845	0.53	4	4	2	Alrosa	2013
1845	0.6	4	7	3	Alrosa	2002
1845	0.7	2	8	2	RioTinto	1971
1845	0.52	7	9	1	Debswana	1997
1845	0.52	7	9	1	Debswana	2007
1845	0.51	4	5	3	RioTinto	2006
1845	0.5	5	5	2	RioTinto	1973
1881	0.91	2	11	2	RioTinto	1971
1881	0.7	1	4	4	Debswana	1977
1881	0.5	6	5	4	Alrosa	2011
1881	0.77	4	10	3	Alrosa	1982
1881	0.53	6	7	1	Debswana	1977
1881	0.53	6	7	1	Debswana	2003
1881	0.52	4	5	2	DeBeers	1964
1881	0.52	4	5	3	Debswana	1998
1881	0.71	2	8	2	DeBeers	1992
1881	0.6	4	7	4	RioTinto	1990
1881	0.6	4	7	2	Alrosa	1994
1882	0.7	1	5	3	Debswana	1984
1882	0.72	1	6	1	Debswana	1966
1882	0.71	7	10	3	Debswana	1992
1882	0.75	1	5	3	RioTinto	2002
1883	0.7	2	8	2	Debswana	1978
1883	0.7	2	8	2	DeBeers	1988
1883	0.7	2	8	2	RioTinto	1994
1883	0.7	2	8	2	Alrosa	1986
1883	0.7	2	8	2	Alrosa	2017
2001	0.53	7	8	2	RioTinto	1989
2001	0.54	7	7	2	RioTinto	1967
2001	0.54	7	7	2	Debswana	1967
2001	0.58	7	8	2	Alrosa	1980
2001	0.56	5	6	2	Alrosa	1968
2001	0.72	2	8	2	Alrosa	1963
2001	0.51	5	7	2	Debswana	1988
2002	0.74	1	5	3	DeBeers	1990
2002	0.77	7	11	2	RioTinto	1998
2002	0.76	3	10	3	RioTinto	2003
2002	0.5	5	4	3	RioTinto	1979
2002	0.5	6	5	3	DeBeers	2014
2002	0.5	6	5	3	DeBeers	2013
2002	0.5	6	5	3	Alrosa	1996
2002	0.5	5	4	4	Debswana	2000
2002	0.5	5	4	3	RioTinto	1999
2002	0.5	6	5	3	RioTinto	2006
2002	0.5	6	5	3	Debswana	1999
2002	0.53	5	5	2	Debswana	1995
2002	0.53	5	5	2	RioTinto	2011
2003	0.74	4	9	3	DeBeers	2015
2003	0.51	5	5	4	Debswana	2001
2003	0.71	1	6	2	Alrosa	1999
2004	0.52	5	5	3	Debswana	1995
2004	0.81	1	8	3	Alrosa	1987
2079	0.53	5	5	2	Alrosa	2013
2080	0.71	1	6	4	Debswana	1990
2080	0.83	4	10	3	DeBeers	1974
2080	0.73	4	9	3	Alrosa	2013
2080	0.73	2	8	3	Alrosa	1982
2081	0.72	3	8	2	Debswana	2005
2081	0.6	4	6	2	Alrosa	1968
2081	0.9	2	11	3	RioTinto	1963
2081	0.71	1	6	2	RioTinto	1974
2081	0.72	2	8	2	Debswana	1980
2082	0.71	3	9	2	DeBeers	1998
2082	0.7	2	6	3	Debswana	2003
2082	0.5	6	5	3	Alrosa	1988
2082	0.52	6	5	1	Debswana	2011
2082	0.52	6	5	3	RioTinto	2001
2082	0.72	1	6	2	DeBeers	2001
2083	0.5	5	4	3	RioTinto	1989
2083	0.71	2	7	2	DeBeers	2002
2083	0.9	3	11	3	DeBeers	2003
2083	0.54	5	7	1	Debswana	2014
2083	0.7	1	4	2	RioTinto	2014
2083	0.55	6	8	2	RioTinto	1985
2083	0.7	6	10	3	Alrosa	1976
2083	0.62	4	6	2	Alrosa	2014
2083	0.62	4	6	3	Debswana	1963
2117	0.6	5	7	3	DeBeers	1990
2117	0.7	5	8	4	DeBeers	2001
2117	0.75	1	6	3	Alrosa	1964
2117	0.7	1	6	3	Alrosa	1995
2117	0.8	1	6	3	Alrosa	1989
2118	0.73	2	7	2	Alrosa	1973
2118	0.73	4	9	3	Alrosa	1998
2118	0.73	4	9	3	Alrosa	1982
2118	0.72	1	7	1	Debswana	2006
2118	0.5	5	5	3	Alrosa	1969
2118	0.71	2	7	2	DeBeers	1966
2118	0.71	2	7	2	RioTinto	1996
2118	0.71	2	7	2	DeBeers	2005
2118	0.71	4	9	2	Debswana	1978
2118	0.71	4	9	2	RioTinto	1976
2118	0.71	4	9	3	Debswana	2010
2118	0.71	1	6	2	DeBeers	2015
2119	0.53	5	5	3	DeBeers	1997
2119	0.53	5	5	2	Debswana	1966
2119	0.53	5	5	2	Debswana	2017
2119	0.53	5	5	2	Debswana	1989
2119	0.53	5	5	3	Debswana	1971
2119	0.71	2	6	2	Debswana	2000
2119	0.71	2	6	3	Alrosa	1994
2119	0.71	2	6	3	Alrosa	1972
2156	0.51	6	6	2	RioTinto	1970
2156	0.5	6	5	3	Alrosa	1985
2156	0.73	3	8	3	Debswana	2000
2156	0.5	5	4	2	DeBeers	1999
2156	0.5	5	4	2	RioTinto	1971
2156	0.5	5	4	3	RioTinto	1971
2156	0.5	5	4	2	Debswana	1981
2156	0.5	5	4	3	Debswana	2014
2156	0.55	3	6	2	RioTinto	1981
2156	0.5	7	6	3	Alrosa	1981
2156	0.5	6	5	2	Alrosa	1981
2156	0.7	3	7	3	Alrosa	1964
2156	0.6	4	7	2	RioTinto	1989
2157	0.52	7	7	2	RioTinto	2005
2157	0.71	2	6	3	RioTinto	1977
2157	0.71	2	6	4	Debswana	2010
2157	0.73	1	6	2	RioTinto	2013
2157	0.72	1	4	3	Debswana	2001
2157	0.6	4	5	2	RioTinto	1986
2158	0.62	4	6	2	RioTinto	2015
2158	0.8	4	10	2	Debswana	1990
2158	0.73	2	5	3	Alrosa	2008
2159	0.54	5	5	2	RioTinto	2017
2159	0.54	6	6	2	RioTinto	2000
2159	0.54	5	5	2	DeBeers	2000
2197	0.72	2	6	2	Alrosa	1993
2197	0.9	2	11	2	DeBeers	1993
2198	0.5	6	6	2	Alrosa	1967
2199	0.58	4	6	1	RioTinto	1976
2199	0.58	4	6	2	Alrosa	1975
2199	0.51	5	4	2	Alrosa	2003
2199	0.51	5	4	3	Debswana	2002
2199	0.55	5	5	2	RioTinto	1993
2199	0.51	5	4	3	Alrosa	1979
2199	0.51	6	5	2	RioTinto	1985
2199	0.51	5	4	3	DeBeers	2009
2199	0.5	5	5	2	RioTinto	1967
2199	0.51	7	6	2	Debswana	2016
2199	0.6	3	5	2	DeBeers	2005
2199	0.53	5	5	2	RioTinto	1989
2200	0.53	7	5	2	Alrosa	1966
2200	0.81	2	9	2	RioTinto	1986
2200	0.7	4	9	2	RioTinto	2005
2200	0.73	1	6	2	Debswana	2015
2200	0.6	5	7	1	Debswana	1993
2200	0.74	3	8	3	Debswana	1991
2201	0.58	6	5	3	Debswana	1991
2201	0.7	1	5	3	Alrosa	1965
2201	0.6	4	5	2	RioTinto	1970
2202	0.71	2	4	3	RioTinto	2000
2232	0.91	4	11	3	Debswana	2013
2232	0.55	5	6	2	DeBeers	1980
2233	0.71	1	5	2	Debswana	2002
2233	0.71	1	5	2	Alrosa	1994
2233	0.7	3	7	3	DeBeers	1973
2233	0.77	1	7	3	Debswana	2005
2233	0.7	2	5	2	RioTinto	1983
2233	0.73	2	6	3	DeBeers	1977
2234	0.7	4	9	2	Debswana	1970
2234	0.7	2	7	1	RioTinto	1977
2234	0.71	2	5	3	RioTinto	1975
2234	0.71	2	5	2	DeBeers	1991
2234	0.7	2	7	2	Alrosa	1979
2234	0.7	4	9	2	RioTinto	1992
2234	0.52	6	6	3	RioTinto	2009
2234	0.52	6	6	3	Debswana	2003
2234	0.77	1	5	1	Alrosa	2009
2234	0.7	3	8	3	Alrosa	1973
2234	0.7	3	5	4	Debswana	1980
2234	0.7	2	6	2	RioTinto	2002
2234	0.7	3	8	3	Debswana	2015
2234	0.7	2	6	3	Debswana	2002
2234	0.7	2	7	3	Debswana	2007
2235	0.57	6	6	2	Debswana	1992
2236	0.75	2	6	3	RioTinto	2014
2272	0.54	5	5	2	Debswana	2015
2272	0.81	3	9	3	RioTinto	2006
2272	0.54	6	6	2	Debswana	1984
2272	0.81	2	8	3	DeBeers	1992
2273	0.64	5	8	1	RioTinto	2017
2273	0.7	5	8	3	RioTinto	1983
2273	0.72	2	6	3	DeBeers	1998
2273	0.7	1	4	2	Alrosa	2012
2273	0.72	2	6	2	Debswana	1975
2273	0.61	4	4	3	Debswana	1971
2274	0.77	4	9	3	RioTinto	1985
2274	0.8	2	8	3	RioTinto	1972
2274	0.51	6	6	1	Alrosa	1975
2274	0.71	2	5	2	Debswana	1973
2274	0.71	2	5	3	DeBeers	1964
2274	0.72	1	5	2	RioTinto	1981
2275	0.73	4	9	2	RioTinto	1967
2275	0.52	6	5	2	RioTinto	2003
2276	0.83	1	6	3	Alrosa	2014
2276	0.71	3	8	2	Debswana	1981
2276	0.81	4	10	2	RioTinto	2010
2276	0.7	2	6	3	Alrosa	1978
2276	0.78	3	9	3	Debswana	2009
2277	0.9	1	10	3	Debswana	2000
2277	0.72	1	5	3	Alrosa	1966
2313	0.81	2	8	3	Alrosa	1972
2314	0.71	2	4	3	Alrosa	1978
2314	0.71	2	4	3	Debswana	1989
2314	0.51	5	4	2	RioTinto	1975
2314	0.51	7	6	2	DeBeers	2006
2314	0.55	5	5	1	Alrosa	2012
2314	0.55	6	6	2	DeBeers	1984
2314	0.51	6	5	2	RioTinto	1963
2314	0.55	6	6	2	Debswana	1968
2314	0.72	1	4	3	Alrosa	1989
2314	0.72	2	6	4	Debswana	1994
2315	0.61	6	7	2	Debswana	2013
2315	0.5	6	5	3	Alrosa	1987
2316	0.94	3	11	3	Alrosa	1965
2316	0.94	3	11	2	RioTinto	2014
2316	0.73	2	6	2	RioTinto	1973
2316	0.73	2	6	3	Debswana	1970
2316	0.73	1	4	3	Debswana	1971
2317	0.5	6	5	2	RioTinto	1988
2317	0.5	5	4	3	DeBeers	1965
2317	0.5	6	5	2	Debswana	1966
2317	0.72	5	8	3	Alrosa	1979
2317	0.72	1	5	2	Alrosa	1973
2317	0.5	5	4	3	RioTinto	1987
2317	0.5	5	4	2	Debswana	1981
2359	0.72	1	5	2	RioTinto	2004
2359	0.72	1	5	2	Alrosa	1968
2359	0.77	1	4	3	Debswana	1981
2359	0.77	2	7	3	DeBeers	2004
2359	0.7	4	7	2	RioTinto	1976
2359	0.61	5	6	2	Alrosa	1972
2359	0.7	4	8	2	Debswana	1990
2359	0.74	1	5	1	Debswana	1990
2360	0.52	5	4	2	DeBeers	1972
2360	0.52	7	6	2	Debswana	1980
2361	0.73	3	7	2	DeBeers	1978
2361	0.8	1	8	2	DeBeers	1972
2361	0.8	1	8	2	RioTinto	2008
2361	0.81	3	9	2	Debswana	1973
2362	0.71	3	7	2	RioTinto	2002
2362	0.8	3	9	1	Alrosa	1978
2362	0.72	2	6	3	RioTinto	2014
2362	0.62	4	4	2	Debswana	2002
2362	0.74	3	8	2	RioTinto	1981
2363	0.54	5	5	2	RioTinto	1997
2364	0.65	4	5	2	RioTinto	2014
2364	0.8	2	8	2	Alrosa	1999
2364	0.8	1	6	2	DeBeers	2012
2364	0.72	4	8	1	RioTinto	2000
2365	0.7	3	8	3	RioTinto	2000
2406	0.81	2	10	2	RioTinto	1967
2406	0.9	1	10	3	Debswana	1966
2406	0.54	5	5	4	DeBeers	1964
2407	0.63	5	7	1	DeBeers	1988
2407	0.71	3	5	3	RioTinto	1964
2407	0.57	5	5	2	Debswana	1980
2407	0.71	4	7	2	RioTinto	1975
2407	0.91	2	10	3	DeBeers	1991
2408	0.53	7	7	2	Debswana	1976
2408	0.72	2	5	3	Debswana	2003
2409	0.7	4	7	3	Debswana	2012
2409	0.7	4	7	2	Alrosa	1978
2409	0.7	4	7	2	RioTinto	1968
2409	0.7	4	7	2	Debswana	1977
2409	0.56	5	4	1	Debswana	1970
2409	0.56	6	5	2	RioTinto	1994
2409	0.5	6	5	2	Debswana	1968
2409	0.71	1	4	3	Debswana	1964
2409	0.6	7	8	2	Alrosa	1987
2409	0.86	4	10	2	Debswana	1982
2409	0.73	2	6	3	Alrosa	1999
2409	0.83	1	5	3	Alrosa	1977
2410	0.51	7	7	2	DeBeers	1985
2410	0.51	7	7	2	Debswana	1981
2410	0.6	5	6	3	RioTinto	1965
2458	0.7	4	5	3	RioTinto	1974
2458	0.7	4	5	4	Alrosa	1964
2458	0.7	2	5	2	DeBeers	1968
2458	0.73	2	7	2	Alrosa	1965
2458	0.93	3	11	2	Alrosa	1995
2459	0.79	1	5	2	RioTinto	2007
2459	0.56	7	6	2	RioTinto	1969
2459	0.61	6	7	2	Debswana	1963
2459	0.61	6	7	2	Debswana	1992
2459	0.72	3	7	2	DeBeers	1977
2459	0.58	6	6	2	Debswana	2002
2460	0.58	7	7	2	Debswana	1988
2460	0.71	5	8	2	Debswana	1979
2460	0.71	7	9	4	Debswana	2012
2460	0.73	7	9	2	Debswana	1979
2460	0.71	2	5	3	RioTinto	1996
2461	0.7	3	6	3	Alrosa	2016
2461	0.7	3	7	3	RioTinto	2005
2462	0.72	2	5	2	Debswana	1972
2462	0.78	2	6	3	Alrosa	1964
2462	0.78	2	6	3	RioTinto	1981
2463	0.7	2	4	3	DeBeers	2016
2464	0.67	5	8	2	DeBeers	1996
2464	0.61	5	5	2	DeBeers	1981
2464	0.61	5	5	1	RioTinto	1970
2515	0.71	2	5	3	RioTinto	1971
2516	0.8	3	9	2	Debswana	1994
2516	0.57	5	4	2	RioTinto	1978
2516	0.57	6	5	2	Debswana	1967
2516	0.57	5	4	1	Debswana	2003
2516	0.72	1	5	2	Alrosa	1996
2516	0.7	5	8	2	DeBeers	1966
2516	0.5	6	4	2	DeBeers	1992
2517	0.9	4	10	3	Debswana	2009
2517	0.52	4	4	3	Alrosa	1981
2517	0.72	3	7	2	Alrosa	2007
2518	0.7	2	5	1	Debswana	1971
2518	0.7	2	5	3	DeBeers	2001
2518	0.7	2	5	2	Alrosa	1987
2518	0.7	2	5	2	DeBeers	2003
2518	0.7	4	7	4	Alrosa	1982
2519	0.71	2	6	3	DeBeers	1964
2519	0.71	2	4	2	DeBeers	1975
2520	0.9	1	9	3	DeBeers	2008
2520	0.9	1	9	3	Alrosa	1980
2520	0.7	3	6	3	Alrosa	2016
2520	0.72	3	5	3	Alrosa	1966
2520	0.72	5	9	2	Alrosa	1995
2520	0.75	5	9	2	Debswana	1992
2520	0.9	2	10	2	RioTinto	2007
2575	0.8	3	8	2	Alrosa	2001
2576	0.78	2	7	2	Debswana	1994
2576	0.79	1	5	2	DeBeers	1964
2576	0.8	1	5	3	RioTinto	2005
2576	0.75	3	8	1	DeBeers	1981
2577	0.71	2	5	3	RioTinto	1968
2577	0.71	2	5	2	DeBeers	2010
2577	0.71	2	5	3	DeBeers	2002
2577	0.71	1	6	2	Debswana	1990
2579	0.74	2	6	2	RioTinto	1978
2579	0.74	2	6	2	Debswana	2000
2579	0.7	3	6	3	Alrosa	1995
2579	0.7	3	6	3	RioTinto	2017
2580	0.7	3	5	3	DeBeers	1995
2580	0.8	2	7	3	Debswana	1967
2580	0.62	6	7	1	Debswana	2016
2580	0.66	7	8	2	Debswana	1966
2580	0.74	2	4	2	DeBeers	2006
2580	0.71	2	5	2	RioTinto	1984
2581	0.77	1	4	3	RioTinto	1999
2581	0.8	2	7	2	DeBeers	2001
2581	0.51	7	7	2	RioTinto	1999
2582	0.75	3	7	3	Alrosa	1986
2583	0.91	1	8	4	Debswana	1988
2583	0.72	4	8	3	Debswana	1963
2638	0.9	4	10	4	Alrosa	1974
2639	0.56	7	5	2	DeBeers	1986
2639	0.7	4	7	2	Alrosa	1972
2639	0.71	7	9	1	DeBeers	2014
2639	0.9	1	8	3	RioTinto	1964
2640	0.84	2	6	3	Debswana	1979
2640	0.8	3	8	2	DeBeers	1966
2640	0.75	2	5	3	Alrosa	1971
2641	0.7	5	8	3	DeBeers	1988
2641	0.58	6	5	2	Debswana	1976
2641	0.58	5	4	2	Debswana	1986
2642	0.7	3	5	3	RioTinto	1973
2642	0.7	3	5	3	RioTinto	2012
2642	0.6	5	6	2	DeBeers	2003
2642	0.9	1	4	4	Debswana	2000
2643	0.91	3	9	3	Alrosa	1965
2643	0.71	3	6	2	Alrosa	2014
2643	0.71	3	6	2	RioTinto	1973
2643	0.54	7	5	2	DeBeers	1990
2644	0.78	4	7	3	Debswana	1965
2645	0.7	4	5	3	DeBeers	1999
2645	0.75	2	4	2	Alrosa	1989
2645	0.75	2	4	2	Debswana	1974
2645	0.6	6	7	2	DeBeers	1971
2645	0.76	3	8	2	RioTinto	1983
2715	0.81	1	4	3	RioTinto	2006
2715	0.7	5	7	3	RioTinto	1981
2715	0.74	6	9	2	Alrosa	2007
2716	0.71	3	4	3	Debswana	1980
2716	0.71	3	4	2	RioTinto	2002
2716	0.92	1	9	2	Alrosa	2008
2716	0.92	1	9	3	Alrosa	2006
2717	0.78	3	6	3	DeBeers	1971
2717	0.63	5	5	2	Alrosa	1990
2717	0.72	3	6	2	RioTinto	1984
2717	0.57	7	5	2	Debswana	1998
2717	0.57	7	5	1	DeBeers	2000
2718	0.83	2	7	2	RioTinto	2011
2718	0.82	3	9	2	RioTinto	2006
2718	0.58	5	4	3	DeBeers	1988
2718	0.74	2	6	2	DeBeers	1993
2719	0.77	2	6	2	DeBeers	1976
2720	0.7	3	5	3	Debswana	2010
2720	0.67	6	7	2	Alrosa	1967
2720	0.86	1	5	3	RioTinto	1964
2720	0.86	1	5	2	DeBeers	2001
2720	0.94	4	11	2	DeBeers	1979
2721	0.63	5	5	1	Debswana	1987
2721	0.51	6	4	2	Debswana	1986
2721	0.74	4	8	2	Debswana	1963
2790	0.86	5	10	2	Debswana	1987
2791	0.61	5	5	3	Debswana	2005
2791	0.61	5	5	2	Debswana	1991
2791	0.7	3	5	1	DeBeers	2008
2792	0.6	6	5	1	RioTinto	2014
2792	0.72	3	6	2	Debswana	1979
2792	0.71	6	7	2	DeBeers	1997
2792	0.7	3	5	3	DeBeers	2007
2793	0.91	1	8	3	RioTinto	1966
2793	0.77	3	8	2	Alrosa	2009
2796	0.78	2	5	3	DeBeers	1984
2796	0.73	2	4	3	Debswana	2006
2796	0.91	1	6	3	Debswana	1963
2796	0.9	1	9	4	Alrosa	1998
2796	0.7	3	6	3	Alrosa	1988
2797	1.02	1	11	3	Debswana	1989
2797	0.65	7	8	2	DeBeers	1990
2797	0.9	2	7	4	Debswana	1974
2797	0.72	3	5	2	Alrosa	1985
2798	0.73	2	4	2	Debswana	1980
2798	0.62	5	5	2	Debswana	1995
2800	1.01	2	11	3	Debswana	2012
2800	0.78	3	6	2	DeBeers	1990
2800	0.7	5	6	3	RioTinto	2015
2801	0.74	4	6	3	DeBeers	1981
2869	0.8	3	7	3	Debswana	1990
2870	1.01	3	11	3	DeBeers	1994
2870	0.72	3	5	2	Debswana	2002
2870	0.72	3	5	2	DeBeers	1982
2871	0.8	3	8	2	DeBeers	1985
2871	0.9	3	10	3	DeBeers	2003
2871	0.7	6	7	3	DeBeers	2008
2871	0.58	7	6	2	RioTinto	2010
2872	1	1	11	2	Debswana	1982
2873	0.72	6	8	3	RioTinto	1974
2873	0.9	1	9	3	Debswana	1974
2873	0.94	2	10	3	Debswana	2013
2873	0.91	4	10	3	DeBeers	1987
2873	0.85	6	10	2	Debswana	2003
2874	0.91	2	8	4	Debswana	1981
2874	0.7	5	8	2	Debswana	1995
2875	0.93	1	10	2	RioTinto	2010
2875	0.75	2	6	1	Alrosa	1994
2875	0.7	4	6	2	Alrosa	1981
2876	0.71	3	5	2	Alrosa	2013
2877	0.71	3	4	2	DeBeers	1986
2877	0.9	1	7	4	Debswana	1967
2877	0.81	5	9	2	Debswana	1991
2878	0.8	2	6	3	RioTinto	1964
2878	0.9	1	5	4	DeBeers	2002
2948	0.94	1	9	2	Alrosa	2015
2948	0.84	2	4	3	DeBeers	1968
2948	0.9	3	10	3	DeBeers	2001
2949	0.73	3	4	3	Alrosa	1994
2949	0.6	5	5	1	Alrosa	2013
2949	0.7	4	5	3	Alrosa	1966
2951	1.04	1	11	2	Debswana	2015
2951	0.77	6	9	2	DeBeers	1992
2951	0.58	6	5	1	Debswana	1981
2951	0.62	7	6	2	Debswana	1997
2952	0.96	1	8	4	RioTinto	1981
2952	1.04	1	10	4	DeBeers	1995
2952	0.9	2	9	3	Alrosa	1970
2952	0.72	3	5	1	Alrosa	1964
2953	0.76	3	5	3	RioTinto	1980
2953	0.74	3	5	2	Debswana	2005
2953	0.9	1	8	3	Alrosa	2004
2953	0.7	4	4	3	DeBeers	1984
2954	0.9	1	6	4	RioTinto	1973
2955	0.9	1	7	3	RioTinto	1967
2955	0.78	3	7	3	DeBeers	1987
2955	0.9	3	9	3	Debswana	1978
2956	0.61	5	4	1	Debswana	1981
2956	0.7	4	5	3	Alrosa	1969
2956	1	1	9	4	DeBeers	1963
2994	0.81	3	7	3	Alrosa	2011
2994	0.96	1	9	3	Alrosa	1984
2995	1.09	1	11	2	DeBeers	2005
2995	0.83	5	9	1	DeBeers	2003
2995	0.99	2	10	4	Alrosa	2017
2995	0.71	4	4	2	RioTinto	1998
2995	0.71	4	4	3	DeBeers	1997
2996	0.7	4	5	2	Alrosa	2011
2997	1.01	1	10	3	Alrosa	2015
2997	1.01	1	11	2	Debswana	1982
2998	0.7	6	7	2	Debswana	1971
3000	0.67	6	5	2	DeBeers	1992
3000	1.01	1	11	3	Alrosa	1980
3001	1.08	1	11	3	DeBeers	1993
3001	0.91	1	6	2	Debswana	1998
3002	0.7	5	6	2	Alrosa	1990
3002	0.7	4	5	3	Debswana	1995
3003	1.05	2	11	2	RioTinto	2012
3003	1.05	2	11	3	RioTinto	1995
3003	1.05	2	11	3	DeBeers	1985
3003	0.7	4	6	2	RioTinto	2008
3003	0.67	6	6	2	DeBeers	1969
3005	1.01	2	11	3	DeBeers	2008
3005	1.01	2	11	3	RioTinto	2015
3005	0.72	3	4	2	Debswana	1976
3005	0.96	1	8	3	RioTinto	1992
3006	0.94	1	5	4	RioTinto	1990
3006	0.64	7	5	2	RioTinto	1968
3006	0.64	7	5	2	Debswana	2003
3006	0.7	4	5	3	Debswana	1993
3006	1.01	3	11	2	Debswana	2015
3006	0.72	4	6	3	Debswana	1975
3007	0.71	3	5	3	Alrosa	2001
3007	0.71	6	7	2	Debswana	1977
3007	0.77	2	5	3	Debswana	1995
3007	0.71	6	8	2	DeBeers	2006
3007	0.9	1	8	2	RioTinto	1965
3007	0.81	5	8	3	DeBeers	1995
3161	0.76	6	8	2	DeBeers	2007
3161	0.57	6	5	2	RioTinto	1999
3161	1	1	9	2	Alrosa	2005
3162	1.01	1	10	3	RioTinto	1974
3162	0.67	6	5	1	Alrosa	2000
3162	0.67	6	5	2	DeBeers	1999
3162	0.9	3	9	2	DeBeers	2012
3163	0.71	5	7	3	RioTinto	1987
3164	0.9	1	8	3	DeBeers	1976
3164	0.9	1	8	3	RioTinto	1963
3164	0.65	5	4	2	RioTinto	2009
3164	0.9	2	8	3	Alrosa	1981
3164	0.94	1	5	3	RioTinto	2009
3165	0.8	5	9	2	Alrosa	1967
3165	0.72	3	4	2	DeBeers	1986
3165	0.91	1	5	3	Debswana	1997
3165	0.73	6	8	2	Debswana	1999
3166	0.9	2	9	2	Debswana	1989
3166	0.54	7	4	2	Debswana	1963
3167	0.81	2	5	2	DeBeers	2013
3167	0.71	6	7	2	RioTinto	1996
3168	0.72	5	6	4	DeBeers	2012
3168	0.75	3	4	4	Debswana	1971
3168	0.9	3	11	4	Alrosa	2015
3168	0.8	2	6	2	Alrosa	1982
3161	0.76	6	8	2	RioTinto	1973
3161	0.57	6	5	2	Alrosa	2013
3161	1	1	9	2	Alrosa	2000
3162	1.01	1	10	3	Debswana	1999
3162	0.67	6	5	1	RioTinto	1991
3162	0.67	6	5	2	Alrosa	2015
3162	0.9	3	9	2	Debswana	2016
3163	0.71	5	7	3	Alrosa	1987
3164	0.9	1	8	3	RioTinto	1973
3164	0.9	1	8	3	DeBeers	2016
3164	0.65	5	4	2	Debswana	2015
3164	0.9	2	8	3	Debswana	1963
3164	0.94	1	5	3	RioTinto	1970
3165	0.8	5	9	2	Debswana	2002
3165	0.72	3	4	2	DeBeers	1971
3165	0.91	1	5	3	RioTinto	1978
3165	0.73	6	8	2	RioTinto	1971
3166	0.9	2	9	2	Debswana	1987
3166	0.54	7	4	2	DeBeers	1992
3167	0.81	2	5	2	Alrosa	1990
3167	0.71	6	7	2	DeBeers	1999
3168	0.72	5	6	4	Alrosa	2012
3168	0.75	3	4	4	DeBeers	2003
3168	0.9	3	11	4	RioTinto	1983
3168	0.8	2	6	2	Alrosa	1992
3334	0.58	6	5	1	DeBeers	1968
3335	0.71	5	5	1	RioTinto	1997
3336	0.91	4	9	3	Debswana	1986
3337	0.76	2	4	2	RioTinto	1999
3337	0.71	5	5	3	RioTinto	1992
3337	0.74	4	8	3	Debswana	1988
3337	0.7	6	5	3	DeBeers	1993
3338	0.91	2	9	2	RioTinto	1983
3339	0.77	5	7	2	RioTinto	2000
3339	0.71	2	5	2	DeBeers	1976
3339	0.71	5	6	3	Debswana	1971
3339	0.99	2	9	3	Alrosa	2001
3339	1.01	3	11	3	RioTinto	1994
3341	0.74	3	4	2	RioTinto	1963
3341	1	2	10	4	RioTinto	1993
3341	0.81	3	6	2	Alrosa	1964
3341	0.9	1	7	3	DeBeers	1976
3341	0.9	6	10	3	Alrosa	1967
3341	0.9	1	7	1	DeBeers	2011
3342	0.78	4	6	2	RioTinto	1970
3342	0.54	7	4	3	Alrosa	1979
3344	0.73	5	6	2	RioTinto	1972
3344	0.92	3	9	3	Debswana	2006
3344	0.92	3	9	3	Debswana	1996
3344	0.7	7	7	3	RioTinto	2016
3427	1.02	2	11	3	Debswana	2007
3429	0.7	5	5	2	Alrosa	1983
3430	0.77	3	4	2	RioTinto	1971
3431	0.72	5	6	1	Alrosa	1990
3431	0.75	5	7	2	Debswana	2014
